         Part Number       Quantity   Unit Cost  Unit Price     Total Cost    Total Price
            69855441              96        15.56        18.77         1493.76         1801.92
            49996948              32        21.50        26.64          688.00          852.48
            31641263              48        20.95        26.17         1005.60         1256.16
            29257517              83        10.76        13.93          893.08         1156.19
            21291543              84        21.88        27.76         1837.92         2331.84
            75799058              31        25.89        30.75          802.59          953.25
            88491828              34        29.57        34.24         1005.38         1164.16
            77430412              70        29.20        34.45         2044.00         2411.50
            38334221               7        26.57        32.06          185.99          224.42
            44481271              78        27.03        32.21         2108.34         2512.38
            11531675              85        10.99        16.11          934.15         1369.35
            86012790               1        11.18        15.75           11.18           15.75
            85699860              21        20.28        23.37          425.88          490.77
            16224831              41        11.63        16.47          476.83          675.27
            50036717               8        24.69        28.73          197.52          229.84
            50536431              89        26.48        29.98         2356.72         2668.22
            54366510              24        13.73        18.58          329.52          445.92
            40095023              62        18.63        24.31         1155.06         1507.22
            50317035              30        22.64        25.68          679.20          770.40
            47578754              90        26.20        30.44         2358.00         2739.60
            78629863               8        24.51        28.31          196.08          226.48
            76427814              70        21.25        24.36         1487.50         1705.20
            79902221              71        22.07        25.66         1566.97         1821.86
            11303142              47        10.56        16.35          496.32          768.45
            88550476              20        21.62        24.86          432.40          497.20
            34189844              93        16.77        20.93         1559.61         1946.49
            21523085              56        18.54        22.90         1038.24         1282.40
            33483040              55        24.25        28.48         1333.75         1566.40
            76254359              49        10.58        14.73          518.42          721.77
            14379934              45        29.70        33.17         1336.50         1492.65
            63798705              29        25.13        30.85          728.77          894.65
            47296985               1        10.99        15.81           10.99           15.81
            76076746              64        15.72        19.29         1006.08         1234.56
            60410146              21        26.93        32.34          565.53          679.14
            44603982              11        14.04        18.87          154.44          207.57
            21390393              99        10.14        14.09         1003.86         1394.91
            32407988              15        28.85        34.65          432.75          519.75
            61130267              34        10.88        14.34          369.92          487.56
            47533952              96        11.85        15.79         1137.60         1515.84
            38072280              17        22.95        28.65          390.15          487.05
            16618211              24        17.44        20.78          418.56          498.72
            55473817              57        19.13        22.13         1090.41         1261.41
            41989446              16        22.21        27.26          355.36          436.16
            29435965              39        25.28        31.23          985.92         1217.97
            66955027              45        26.73        30.99         1202.85         1394.55
            43777863              67        16.83        20.60         1127.61         1380.20
            40160899              46        10.83        14.53          498.18          668.38
            17358405              66        15.82        21.08         1044.12         1391.28
            23375463              13        15.85        20.15          206.05          261.95
            84001619               3        20.58        24.48           61.74           73.44
            68849001              21        11.90        15.56          249.90          326.76
            72660734              37        22.74        27.19          841.38         1006.03
            46738486              38        14.87        19.44          565.06          738.72
            59128090              11        16.39        20.12          180.29          221.32
            69855441              96        15.56        18.77         1493.76         1801.92
            55344433              71        29.00        34.35         2059.00         2438.85
            15039599               1        21.53        26.95           21.53           26.95
            43510588              29        25.05        29.18          726.45          846.22
            84666631              32        28.79        34.75          921.28         1112.00
            81296480              90        25.59        31.13         2303.10         2801.70
            54221156              93        13.04        18.12         1212.72         1685.16
            15917508              81        28.92        31.96         2342.52         2588.76
            44560715              50        13.19        17.67          659.50          883.50
            77514121              29        23.08        26.38          669.32          765.02
            70811150              90        27.85        33.48         2506.50         3013.20
            69384947              99        12.41        16.75         1228.59         1658.25
            44603982              11        14.04        18.87          154.44          207.57
            70937179              64        12.78        17.75          817.92         1136.00
            69730813              84        12.39        17.64         1040.76         1481.76
            22217524              54        10.94        15.56          590.76          840.24
            70937179              64        12.78        17.75          817.92         1136.00
            37511487              37        25.77        30.34          953.49         1122.58
            24718062              29        24.71        30.57          716.59          886.53
            56044625              77        26.84        30.00         2066.68         2310.00
            28560733              85        29.66        34.80         2521.10         2958.00
            76601028              28        21.49        25.62          601.72          717.36
            16224831              41        11.63        16.47          476.83          675.27
            78023688              28        29.67        35.41          830.76          991.48
            78407458               4        16.28        21.33           65.12           85.32
            46288741              98        26.86        32.62         2632.28         3196.76
            14947415              10        16.17        21.10          161.70          211.00
            39941194              44        19.12        23.33          841.28         1026.52
            60683021               2        18.36        23.75           36.72           47.50
            80203561               4        28.03        32.89          112.12          131.56
            21340084              74        23.88        29.40         1767.12         2175.60
            86202831              47        29.26        35.23         1375.22         1655.81
            43548519              44        13.50        16.95          594.00          745.80
            23842706              77        10.92        14.54          840.84         1119.58
            54756389               6        10.30        13.48           61.80           80.88
            31650412              77        28.82        32.43         2219.14         2497.11
            40299841              50        28.50        31.89         1425.00         1594.50
            71327423              62        27.16        31.77         1683.92         1969.74
            63173268               9        15.25        18.46          137.25          166.14
            16643747              76        20.80        26.65         1580.80         2025.40
            53518629              69        11.66        17.49          804.54         1206.81
            15495526              36        16.20        20.47          583.20          736.92
            80203561               4        28.03        32.89          112.12          131.56
            51138886              14        29.87        34.45          418.18          482.30
            13258730              62        19.61        24.99         1215.82         1549.38
            36990628              49        28.67        33.09         1404.83         1621.41
            72874936               5        18.34        22.96           91.70          114.80
            73831091              86        25.67        30.20         2207.62         2597.20
            66698657              48        16.13        21.83          774.24         1047.84
            35390230              73        26.80        31.99         1956.40         2335.27
            73657743              49        19.68        23.46          964.32         1149.54
            17692750              97        18.54        23.26         1798.38         2256.22
            69384947              99        12.41        16.75         1228.59         1658.25
            22442765              20        14.24        18.39          284.80          367.80
            49263193              93        29.39        34.89         2733.27         3244.77
            62028894              95        28.44        33.25         2701.80         3158.75
            43941327              31        12.59        16.54          390.29          512.74
            18059483              19        13.66        17.57          259.54          333.83
            58339617              68        13.73        18.72          933.64         1272.96
            64349453              14        18.46        23.84          258.44          333.76
            87951178              60        18.19        23.37         1091.40         1402.20
            52614745              37        22.62        28.25          836.94         1045.25
            81252880              16        14.36        18.04          229.76          288.64
            65014865              54        28.95        34.28         1563.30         1851.12
            13174473              91        29.75        35.68         2707.25         3246.88
            59142280              97        20.84        25.19         2021.48         2443.43
            66992188              85        29.40        33.97         2499.00         2887.45
            62159876              47        12.63        17.34          593.61          814.98
            38944334              93        13.73        18.51         1276.89         1721.43
            75799058              31        25.89        30.75          802.59          953.25
            52968876              99        11.77        17.62         1165.23         1744.38
            85941566              18        21.95        27.00          395.10          486.00
            29691501              57        22.78        28.28         1298.46         1611.96
            57978117              10        28.15        33.61          281.50          336.10
            45136408               2        12.71        15.71           25.42           31.42
            24467721               3        15.72        21.71           47.16           65.13
            59734200              12        25.75        31.22          309.00          374.64
            56044625              77        26.84        30.00         2066.68         2310.00
            29134137              49        13.61        18.81          666.89          921.69
            42884653              91        15.56        19.32         1415.96         1758.12
            34549045               7        13.67        16.67           95.69          116.69
            53904146              33        29.37        35.22          969.21         1162.26
            18870895              77        22.80        26.50         1755.60         2040.50
            43210345              76        11.33        14.55          861.08         1105.80
            84777768              66        11.40        14.53          752.40          958.98
            73638310              31        14.74        19.35          456.94          599.85
            37195393              94        25.99        29.97         2443.06         2817.18
            62963680              36        17.16        22.50          617.76          810.00
            12880478              18        24.61        30.20          442.98          543.60
            49013255              89        18.32        24.27         1630.48         2160.03
            83361455              50        10.14        16.07          507.00          803.50
            65853384              51        18.67        22.56          952.17         1150.56
            69865581              94        21.26        26.45         1998.44         2486.30
            41677726              77        14.76        18.57         1136.52         1429.89
            36733364              69        29.72        35.59         2050.68         2455.71
            58038988              62        13.42        17.69          832.04         1096.78
            28232368              63        19.07        23.98         1201.41         1510.74
            65014865              54        28.95        34.28         1563.30         1851.12
            81982758              56        10.68        14.84          598.08          831.04
            87209284              91        27.20        31.42         2475.20         2859.22
            83980353              56        20.50        25.99         1148.00         1455.44
            62481686              38        27.38        31.15         1040.44         1183.70
            52555493              21        20.65        25.19          433.65          528.99
            80767659              23        26.89        31.88          618.47          733.24
            65237455              56        12.63        17.39          707.28          973.84
            82701870              86        10.09        15.23          867.74         1309.78
            18982295              44        21.43        25.71          942.92         1131.24
            17559533              50        24.91        30.57         1245.50         1528.50
            71912539               9        13.96        19.25          125.64          173.25
            61677125              39        27.05        32.57         1054.95         1270.23
            38334221               7        26.57        32.06          185.99          224.42
            56886748              18        24.94        30.92          448.92          556.56
            76502369               7        12.35        16.47           86.45          115.29
            40749682              96        14.45        19.50         1387.20         1872.00
            62283911               7        15.50        21.11          108.50          147.77
            74543762              61        12.57        16.86          766.77         1028.46
            32895121              61        28.99        32.57         1768.39         1986.77
            84777768              66        11.40        14.53          752.40          958.98
            59333352              73        25.88        29.43         1889.24         2148.39
            34307586              41        18.20        24.14          746.20          989.74
            41555059              44        27.38        32.97         1204.72         1450.68
            29134137              49        13.61        18.81          666.89          921.69
            37948824              62        25.06        28.67         1553.72         1777.54
            81252880              16        14.36        18.04          229.76          288.64
            81946005              22        19.90        24.29          437.80          534.38
            17327188              41        23.79        28.18          975.39         1155.38
            84179853              47        12.93        18.61          607.71          874.67
            13174473              91        29.75        35.68         2707.25         3246.88
            81781879              98        21.13        24.15         2070.74         2366.70
            18422552             100        22.06        27.26         2206.00         2726.00
            50743173              92        24.91        29.66         2291.72         2728.72
            61965647              88        24.88        29.03         2189.44         2554.64
            56222908              32        15.37        20.22          491.84          647.04
            81912584              99        26.86        31.94         2659.14         3162.06
            83582158              67        22.44        26.30         1503.48         1762.10
            37413158              28        28.57        33.34          799.96          933.52
            29884085              52        26.47        30.46         1376.44         1583.92
            44735928               9        27.18        31.76          244.62          285.84
            23180207              23        21.63        25.79          497.49          593.17
            15183855              18        24.59        29.80          442.62          536.40
            71852096              57        26.92        30.71         1534.44         1750.47
            25372090              93        17.27        22.99         1606.11         2138.07
            59734200              12        25.75        31.22          309.00          374.64
            58445058               2        21.96        27.41           43.92           54.82
            58782510              80        21.90        25.49         1752.00         2039.20
            35262107               8        14.46        19.91          115.68          159.28
            75799058              31        25.89        30.75          802.59          953.25
            39341800              25        24.32        29.58          608.00          739.50
            57301383              68        15.52        21.46         1055.36         1459.28
            86414890              27        10.02        14.42          270.54          389.34
            60410146              21        26.93        32.34          565.53          679.14
            71912539               9        13.96        19.25          125.64          173.25
            69730813              84        12.39        17.64         1040.76         1481.76
            80084832              35        23.91        28.79          836.85         1007.65
            85941566              18        21.95        27.00          395.10          486.00
            31803679              94        23.14        26.61         2175.16         2501.34
            21291543              84        21.88        27.76         1837.92         2331.84
            79891110               8        10.47        16.15           83.76          129.20
            43771833              50        18.24        21.52          912.00         1076.00
            57978117              10        28.15        33.61          281.50          336.10
            52700852              67        28.70        31.79         1922.90         2129.93
            34389249              83        17.68        22.58         1467.44         1874.14
            44493871              38        21.74        24.88          826.12          945.44
            58485457               5        23.64        28.18          118.20          140.90
            35141667              98        21.15        26.43         2072.70         2590.14
            31396612              63        15.52        21.11          977.76         1329.93
            82887766              39        16.82        21.55          655.98          840.45
            80101956              97        23.40        28.25         2269.80         2740.25
            28342656               2        26.18        30.82           52.36           61.64
            77086674              85        18.06        23.88         1535.10         2029.80
            40171345              51        17.93        21.06          914.43         1074.06
            34850784              89        12.43        15.68         1106.27         1395.52
            88452976              45        13.45        17.83          605.25          802.35
            19121129              99        11.37        14.84         1125.63         1469.16
            31665020              26        15.76        18.78          409.76          488.28
            29134137              49        13.61        18.81          666.89          921.69
            14599689              68        21.52        26.55         1463.36         1805.40
            50536431              89        26.48        29.98         2356.72         2668.22
            64002588              59        20.18        24.44         1190.62         1441.96
            34549045               7        13.67        16.67           95.69          116.69
            53717044              66        16.04        20.59         1058.64         1358.94
            53904146              33        29.37        35.22          969.21         1162.26
            79195238              21        11.38        15.86          238.98          333.06
            35071419              50        18.92        22.88          946.00         1144.00
            32728517              82        15.43        19.58         1265.26         1605.56
            62963680              36        17.16        22.50          617.76          810.00
            17559533              50        24.91        30.57         1245.50         1528.50
            82011078              13        18.39        23.28          239.07          302.64
            15431795              95        15.33        19.15         1456.35         1819.25
            30739126              14        27.83        33.29          389.62          466.06
            34311148              62        12.77        18.19          791.74         1127.78
            37195393              94        25.99        29.97         2443.06         2817.18
            39347416              68        18.06        23.68         1228.08         1610.24
            64463514               1        15.90        19.22           15.90           19.22
            86457838              45        22.84        25.86         1027.80         1163.70
            17559533              50        24.91        30.57         1245.50         1528.50
            77085365              41        22.53        26.66          923.73         1093.06
            45117011             100        19.02        24.56         1902.00         2456.00
            22971931              40        17.84        23.59          713.60          943.60
            79900665              22        21.35        24.99          469.70          549.78
            22217524              54        10.94        15.56          590.76          840.24
            54756389               6        10.30        13.48           61.80           80.88
            40299841              50        28.50        31.89         1425.00         1594.50
            63173268               9        15.25        18.46          137.25          166.14
            53518629              69        11.66        17.49          804.54         1206.81
            15495526              36        16.20        20.47          583.20          736.92
            36990628              49        28.67        33.09         1404.83         1621.41
            66698657              48        16.13        21.83          774.24         1047.84
            73657743              49        19.68        23.46          964.32         1149.54
            17692750              97        18.54        23.26         1798.38         2256.22
            46621097              48        26.37        29.84         1265.76         1432.32
            35537534              60        27.18        32.16         1630.80         1929.60
            62028894              95        28.44        33.25         2701.80         3158.75
            43941327              31        12.59        16.54          390.29          512.74
            18059483              19        13.66        17.57          259.54          333.83
            58339617              68        13.73        18.72          933.64         1272.96
            64349453              14        18.46        23.84          258.44          333.76
            87951178              60        18.19        23.37         1091.40         1402.20
            83480974              83        23.94        29.53         1987.02         2450.99
            62159876              47        12.63        17.34          593.61          814.98
            33429908              40        26.09        30.14         1043.60         1205.60
            59734200              12        25.75        31.22          309.00          374.64
            71912539               9        13.96        19.25          125.64          173.25
            57301383              68        15.52        21.46         1055.36         1459.28
            55371335              27        18.18        23.50          490.86          634.50
            22387159              81        13.54        19.15         1096.74         1551.15
            88563106              11        11.74        16.01          129.14          176.11
            75724437              74        23.26        26.87         1721.24         1988.38
            84777768              66        11.40        14.53          752.40          958.98
            56886748              18        24.94        30.92          448.92          556.56
            58609625               1        23.58        27.78           23.58           27.78
            76502369               7        12.35        16.47           86.45          115.29
            34850784              89        12.43        15.68         1106.27         1395.52
            40749682              96        14.45        19.50         1387.20         1872.00
            62283911               7        15.50        21.11          108.50          147.77
            49013255              89        18.32        24.27         1630.48         2160.03
            32895121              61        28.99        32.57         1768.39         1986.77
            83361455              50        10.14        16.07          507.00          803.50
            59333352              73        25.88        29.43         1889.24         2148.39
            65853384              51        18.67        22.56          952.17         1150.56
            64418724               9        21.15        25.22          190.35          226.98
            69865581              94        21.26        26.45         1998.44         2486.30
            41555059              44        27.38        32.97         1204.72         1450.68
            13201627              70        18.12        24.09         1268.40         1686.30
            41677726              77        14.76        18.57         1136.52         1429.89
            63435178              55        22.04        27.16         1212.20         1493.80
            30174319              22        29.51        33.43          649.22          735.46
            48509677               4        25.20        29.71          100.80          118.84
            36733364              69        29.72        35.59         2050.68         2455.71
            82258988              50        17.04        20.76          852.00         1038.00
            18659990              43        15.01        20.76          645.43          892.68
            81912584              99        26.86        31.94         2659.14         3162.06
            37413158              28        28.57        33.34          799.96          933.52
            49052689              79        23.14        27.68         1828.06         2186.72
            58038988              62        13.42        17.69          832.04         1096.78
            44735928               9        27.18        31.76          244.62          285.84
            81735019              16        25.51        31.43          408.16          502.88
            18422552             100        22.06        27.26         2206.00         2726.00
            87553231              70        23.79        28.20         1665.30         1974.00
            71852096              57        26.92        30.71         1534.44         1750.47
            21314622              60        18.99        24.19         1139.40         1451.40
            40036792              65        17.31        23.16         1125.15         1505.40
            83637016              69        27.45        31.72         1894.05         2188.68
            61299263              98        29.11        33.01         2852.78         3234.98
            28810429              81        29.49        33.01         2388.69         2673.81
            17800899              16        22.20        26.01          355.20          416.16
            33429908              40        26.09        30.14         1043.60         1205.60
            22387159              81        13.54        19.15         1096.74         1551.15
            42578554              20        17.59        21.44          351.80          428.80
            28069210              27        12.45        16.94          336.15          457.38
            79490708              84        10.37        15.25          871.08         1281.00
            49142030              36        23.15        28.01          833.40         1008.36
            43416112              72        25.53        28.62         1838.16         2060.64
            65915441              71        18.19        24.01         1291.49         1704.71
            18082546              53        23.34        29.03         1237.02         1538.59
            32827437               8        20.49        24.73          163.92          197.84
            31761910              89        17.84        23.01         1587.76         2047.89
            73833666              69        21.75        26.11         1500.75         1801.59
            59474045              55        11.99        16.72          659.45          919.60
            27240862              43        28.12        31.28         1209.16         1345.04
            49300488              61        10.69        16.28          652.09          993.08
            58810322               4        19.17        25.03           76.68          100.12
            70401508              98        28.82        34.04         2824.36         3335.92
            83391843              30        20.31        23.67          609.30          710.10
            77445705              30        29.18        33.65          875.40         1009.50
            41721415              31        12.02        17.97          372.62          557.07
            30418386              42        23.72        28.11          996.24         1180.62
            77803747              70        26.72        29.74         1870.40         2081.80
            11531675              85        10.99        16.11          934.15         1369.35
            59474045              55        11.99        16.72          659.45          919.60
            50036717               8        24.69        28.73          197.52          229.84
            54366510              24        13.73        18.58          329.52          445.92
            42145649              30        19.23        24.90          576.90          747.00
            86457838              45        22.84        25.86         1027.80         1163.70
            83980353              56        20.50        25.99         1148.00         1455.44
            56827836              55        15.74        20.17          865.70         1109.35
            77085365              41        22.53        26.66          923.73         1093.06
            69855441              96        15.56        18.77         1493.76         1801.92
            49996948              32        21.50        26.64          688.00          852.48
            68324629               6        24.98        30.61          149.88          183.66
            45117011             100        19.02        24.56         1902.00         2456.00
            63758855              39        11.25        14.70          438.75          573.30
            31641263              48        20.95        26.17         1005.60         1256.16
            29257517              83        10.76        13.93          893.08         1156.19
            85699860              21        20.28        23.37          425.88          490.77
            79902221              71        22.07        25.66         1566.97         1821.86
            79900665              22        21.35        24.99          469.70          549.78
            73324460              35        13.12        18.60          459.20          651.00
            54756389               6        10.30        13.48           61.80           80.88
            21523085              56        18.54        22.90         1038.24         1282.40
            29691501              57        22.78        28.28         1298.46         1611.96
            76254359              49        10.58        14.73          518.42          721.77
            86012790               1        11.18        15.75           11.18           15.75
            41989446              16        22.21        27.26          355.36          436.16
            59333352              73        25.88        29.43         1889.24         2148.39
            80767659              23        26.89        31.88          618.47          733.24
            65237455              56        12.63        17.39          707.28          973.84
            30418386              42        23.72        28.11          996.24         1180.62
            30174319              22        29.51        33.43          649.22          735.46
            32407988              15        28.85        34.65          432.75          519.75
            50019335              63        18.86        23.04         1188.18         1451.52
            74375297              31        12.28        18.21          380.68          564.51
            77803747              70        26.72        29.74         1870.40         2081.80
            60683021               2        18.36        23.75           36.72           47.50
            54756389               6        10.30        13.48           61.80           80.88
            57630177              38        26.52        29.81         1007.76         1132.78
            57739204               1        23.02        27.52           23.02           27.52
            35537534              60        27.18        32.16         1630.80         1929.60
            66955027              45        26.73        30.99         1202.85         1394.55
            75724437              74        23.26        26.87         1721.24         1988.38
            81982758              56        10.68        14.84          598.08          831.04
            43548519              44        13.50        16.95          594.00          745.80
            23375463              13        15.85        20.15          206.05          261.95
            41818150              51        13.22        18.99          674.22          968.49
            68849001              21        11.90        15.56          249.90          326.76
            77514121              29        23.08        26.38          669.32          765.02
            60289116               3        14.50        18.91           43.50           56.73
            77086674              85        18.06        23.88         1535.10         2029.80
            15039599               1        21.53        26.95           21.53           26.95
            34307586              41        18.20        24.14          746.20          989.74
            86578282              36        29.59        33.51         1065.24         1206.36
            37948824              62        25.06        28.67         1553.72         1777.54
            54221156              93        13.04        18.12         1212.72         1685.16
            79153401              57        24.13        27.24         1375.41         1552.68
            21523085              56        18.54        22.90         1038.24         1282.40
            46182485              57        11.19        15.73          637.83          896.61
            77514121              29        23.08        26.38          669.32          765.02
            70937179              64        12.78        17.75          817.92         1136.00
            59142280              97        20.84        25.19         2021.48         2443.43
            33686751              46        20.10        23.74          924.60         1092.04
            58782510              80        21.90        25.49         1752.00         2039.20
            41610696               9        14.03        17.30          126.27          155.70
            79153401              57        24.13        27.24         1375.41         1552.68
            60123854              80        22.90        26.34         1832.00         2107.20
            53904146              33        29.37        35.22          969.21         1162.26
            55000517              95        11.84        15.36         1124.80         1459.20
            62111634               1        16.41        19.97           16.41           19.97
            73831091              86        25.67        30.20         2207.62         2597.20
            54667311              34        13.30        17.40          452.20          591.60
            21291543              84        21.88        27.76         1837.92         2331.84
            57978117              10        28.15        33.61          281.50          336.10
            35539581              17        16.74        22.13          284.58          376.21
            45136408               2        12.71        15.71           25.42           31.42
            66314342              42        21.79        27.58          915.18         1158.36
            19121129              99        11.37        14.84         1125.63         1469.16
            35342162              75        29.91        34.65         2243.25         2598.75
            29134137              49        13.61        18.81          666.89          921.69
            22231544              65        23.11        28.16         1502.15         1830.40
            88304184              84        18.55        23.14         1558.20         1943.76
            32945551              21        21.25        26.10          446.25          548.10
            29884085              52        26.47        30.46         1376.44         1583.92
            11587650              37        10.76        14.92          398.12          552.04
            50040763              32        14.71        20.02          470.72          640.64
            49493175              39        14.55        19.03          567.45          742.17
            74497902              82        20.00        23.21         1640.00         1903.22
            31187804              66        20.23        25.46         1335.18         1680.36
            15183855              18        24.59        29.80          442.62          536.40
            49263193              93        29.39        34.89         2733.27         3244.77
            66910032              10        12.87        17.11          128.70          171.10
            68740451               3        10.94        16.14           32.82           48.42
            15276046              96        15.72        19.42         1509.12         1864.32
            56664402              75        12.40        15.93          930.00         1194.75
            19103941              66        25.55        28.79         1686.30         1900.14
            43436020              40        25.86        30.99         1034.40         1239.60
            30739126              14        27.83        33.29          389.62          466.06
            29022294              63        14.43        18.23          909.09         1148.49
            37761798              48        13.31        17.97          638.88          862.56
            39341800              25        24.32        29.58          608.00          739.50
            77086936              79        19.91        25.81         1572.89         2038.99
            58485457               5        23.64        28.18          118.20          140.90
            80101956              97        23.40        28.25         2269.80         2740.25
            77086674              85        18.06        23.88         1535.10         2029.80
            58759637              78        15.20        18.21         1185.60         1420.38
            53717044              66        16.04        20.59         1058.64         1358.94
            79195238              21        11.38        15.86          238.98          333.06
            32728517              82        15.43        19.58         1265.26         1605.56
            85598406              64        10.32        14.12          660.48          903.68
            50019335              63        18.86        23.04         1188.18         1451.52
            54036898              68        10.71        13.78          728.28          937.04
            81379037              14        27.74        31.56          388.36          441.84
            70178351               1        19.18        24.56           19.18           24.56
            71540862              46        25.58        30.30         1176.68         1393.80
            56827836              55        15.74        20.17          865.70         1109.35
            81138617              46        15.15        19.76          696.90          908.96
            86414890              27        10.02        14.42          270.54          389.34
            49265048              58        13.50        18.90          783.00         1096.20
            43849621              22        20.16        23.82          443.52          524.04
            70692724               6        19.41        22.88          116.46          137.28
            17461679              54        10.76        16.74          581.04          903.96
            79153401              57        24.13        27.24         1375.41         1552.68
            49996948              32        21.50        26.64          688.00          852.48
            31641263              48        20.95        26.17         1005.60         1256.16
            29257517              83        10.76        13.93          893.08         1156.19
            46132369              64        28.23        32.34         1806.72         2069.76
            80084832              35        23.91        28.79          836.85         1007.65
            50040763              32        14.71        20.02          470.72          640.64
            62111634               1        16.41        19.97           16.41           19.97
            44481271              78        27.03        32.21         2108.34         2512.38
            86012790               1        11.18        15.75           11.18           15.75
            64002588              59        20.18        24.44         1190.62         1441.96
